term_id	ontology	label	definition	synonyms	deprecated	directly_referenced	label_only
UBERON:0001444	UBERON	subdivision of head		head region|head subdivision|region of head		FALSE	FALSE
UBERON:0001460	UBERON	arm	The part of the forelimb extending from the shoulder to the autopod[cjm].	brachium|upper extremity		TRUE	FALSE
UBERON:0001474	UBERON	bone element	Skeletal element that is composed of bone tissue.	bone|bone organ|bones		TRUE	FALSE
UBERON:0001484	UBERON	articular capsule	An articular capsule (or joint capsule) is an envelope surrounding a synovial joint. [WP,unvetted].	capsula articularis|capsulae articulares|fibrous capsule of joint|joint capsule|joint fibrous capsule		FALSE	FALSE
UBERON:0001488	UBERON	ankle joint	A joint that connects the hindlimb autopod and zeugopod skeletons.	gambrel|hock|hock joint|mortise joint|talocrural articulation|talocrural joint|talotibial joint		TRUE	FALSE
UBERON:0001555	UBERON	digestive tract	A tube extending from the mouth to the anus.	alimentary canal|alimentary tract|digestive canal|digestive tube|enteric tract|gut|gut tube		FALSE	FALSE
UBERON:0001560	UBERON	neck of organ		organ neck		FALSE	FALSE
UBERON:0001630	UBERON	muscle organ	Organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work[GO].	muscle		FALSE	FALSE
UBERON:0001679	UBERON	ethmoid bone	A bone in the skull that separates the nasal cavity from the brain. As such, it is located at the roof of the nose, between the two orbits. The cubical bone is lightweight due to a spongy construction. The ethmoid bone is one of the bones that makes up the orbit of the eye[WP].	ethmoid|ethmoidal bone|os ethmoidale		TRUE	FALSE
UBERON:0001682	UBERON	palatine bone	A paired dermal bone situated in the mid-palate that helps form the hard palate [Palaeos].	dermopalatine|os palatinum|palate bone|palatine|palatum		TRUE	FALSE
UBERON:0001690	UBERON	ear	Sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals.	auditory apparatus|auris		TRUE	FALSE
UBERON:0001691	UBERON	external ear	Part of the ear external to the tympanum (eardrum). It typically consists of a tube (the external auditory meatus) that directs sound waves on to the tympanum, and may also include the external pinna, which extends beyond the skull[GO].	auricular region|auricular region of head|auris externa|outer ear		FALSE	FALSE
UBERON:0001705	UBERON	nail	A horn-like keratin structure covering the dorsal aspect of the terminal phalanges of fingers and toes[WP].	claw|nail/claw|talon		TRUE	FALSE
UBERON:0001707	UBERON	nasal cavity	An anatomical cavity that is part of the olfactory apparatus. This includes the space bounded anteriorly by the nares and posteriorly by the choanae, when these structures are present.	cavitas nasalis|cavitas nasi|cavity of nose|cavity of olfactory apparatus|cavum nasi|nasal canal|nasal conduit space|nasal fossa|nasal pit|olfactory cavity|olfactory chamber|olfactory chamber cavity|olfactory pit		FALSE	FALSE
UBERON:0001723	UBERON	tongue	A muscular organ in the floor of the mouth.	glossus		FALSE	FALSE
UBERON:0001728	UBERON	nasopharynx	The section of the pharynx that lies above the soft palate.	Nasenrachenraum|epipharynx|nasal part of pharynx|pars nasalis pharyngis|rhinopharynx		TRUE	FALSE
UBERON:0001729	UBERON	oropharynx	The portion of the pharynx that lies between the soft palate and the upper edge of the epiglottis.	mesopharynx|oral part of pharynx|pars oralis pharyngis		FALSE	FALSE
UBERON:0001736	UBERON	submandibular gland	Either of the paired compound tubuloalveolar (aka tubuloacinar) major salivary glands composed of both serous and mucous secretory cells and situated beneath the mandible.	glandula submandibularis|mandibular gland|mandibular salivary gland|maxillary gland|submandibular salivary gland|submaxillary gland		TRUE	FALSE
UBERON:0001744	UBERON	lymphoid tissue	Portion of connective tissue with various types of white blood cells enmeshed in it, most numerous being the lymphocytes[WP].	lymphatic tissue|lymphocytic tissue		FALSE	FALSE
UBERON:0001750	UBERON	lacrimal apparatus	A network of orbital structures of the eye that secrete and drain tears from the surface of the eyeball into the nasal cavity; these parts include the lacrimal glands, lacrimal lake, lacrimal ducts, lacrimal canals, lacrimal sacs, nasolacrimal ducts, and lacrimal puncta.	apparatus lacrimalis|lacrimal drainage system|lacrymal system|nasolacrimal drainage system|nasolacrimal system		FALSE	FALSE
UBERON:0001751	UBERON	dentine	Collagen-rich odontogenic tissue characteristic of teeth and tooth-like skeletal elements (e.g., odontodes); mature dentine is mineralized and develops from predentine tissue; often (but not always) tubular and acellular.	dentin|dentine of tooth|predentin		FALSE	FALSE
UBERON:0001752	UBERON	enamel	A dentine-like hypermineralized substance that covers the tooth tip. Enamel's primary mineral is hydroxylapatite, which is a crystalline calcium phosphate. Unlike dentin and bone, enamel does not contain collagen. Instead, it has two unique classes of proteins called amelogenins and enamelins[WP].	enamel of tooth|enamel tissue|enameloid|tooth enamel		FALSE	FALSE
UBERON:0001756	UBERON	middle ear	The middle ear is the air-filled cavity within the skull of vertebrates that lies between the outer ear and the inner ear. It is linked to the pharynx (and therefore to outside air) via the Eustachian tube and in mammals contains the three ear ossicles, which transmit auditory vibrations from the outer ear (via the tympanum) to the inner ear (via the oval window)[GO].	auris media		FALSE	FALSE
UBERON:0001757	UBERON	pinna	The part of the ear that projects from the head, connecting to the external acoustic meatus.	auricle|auricle of ear|auricle of external ear|auricula|auricula (auris externa)|pinna of ear|pinnae		TRUE	FALSE
UBERON:0001760	UBERON	frontal sinus	The frontal sinus occupies the dorsal part of the skull medial to the orbit. It overlaps cranial and nasal cavities and is often referred to as the conchofrontal sinus.	cavity of frontal bone|sinus frontales		TRUE	FALSE
UBERON:0001763	UBERON	odontogenic papilla	A condensation of odontoblasts that forms the part of a tooth germ that gives rise to dentin and pulp in the mature tooth. It lies below a cellular aggregation known as the enamel organ.	dental papilla|dentinal papilla|dermal papilla|odontogenic condensation|papilla dentis|pharyngeal tooth mesenchyme|tooth mesenchyme		FALSE	FALSE
UBERON:0001766	UBERON	anterior chamber of eyeball	The space in the eye, filled with aqueous humor, and bounded anteriorly by the cornea and a small portion of the sclera and posteriorly by a small portion of the ciliary body, the iris, and part of the crystalline lens.	anterior chamber|anterior chamber of eye|camera anterior|camera anterior bulbi|camera anterior bulbi oculi|camera oculi anterior|eye anterior chamber		FALSE	FALSE
UBERON:0001770	UBERON	lacrimal canaliculus	The part of the lacrimal duct that connects the lacrimal punctum to the lacrimal sac.	canaliculus lacrimalis|lacrimal duct		FALSE	FALSE
UBERON:0001774	UBERON	skeletal muscle of trunk	A skeletal muscle organ that is part of the trunk region.	body musculature|muscle of trunk|muscle organ of torso|muscle organ of trunk|torso muscle organ|trunk muscle|trunk muscle organ|trunk musculature		FALSE	FALSE
UBERON:0001796	UBERON	aqueous humor of eyeball	A thick watery refractive medium that fills the space between the lens and the cornea[WP].	aqueous humor|aqueous humour|humor aquosus		TRUE	FALSE
UBERON:0001797	UBERON	vitreous humor	A transparent, semigelatinous substance that fills the cavity behind the crystalline lens of the eye and in front of the retina.	humor vitreous|humor vitreus|humoral fluid|ocular fluid|portion of vitreous humor|vitreous|vitreous fluid|vitreous humour|whole portion of vitreous humor		FALSE	FALSE
UBERON:0001811	UBERON	conjunctiva	The mucous membrane that lines the inner surface of the eyelids and the front of the eyeball.	conjunctivae|conjunctivas|tunica conjunctiva|wall of conjunctival sac		FALSE	FALSE
UBERON:0001817	UBERON	lacrimal gland	The lacrimal glands are paired almond-shaped glands, located in or near the orbital region, that secrete the aqueous layer of the tear film.[WP].	glandula lacrimalis|glandula praeorbitalis|lacrimal-preorbital gland|preorbital gland|tear gland		TRUE	FALSE
UBERON:0001820	UBERON	sweat gland	Any of the coil glands of the skin that secrete sweat.	glandula sudorifera|sudoriferous gland|sudoriparous gland		FALSE	FALSE
UBERON:0001825	UBERON	paranasal sinus	The paired air-filled cavities surrounded by the bones of the face that are lined by mucous membranes and are continuous with the nasal cavity.	nasal sinus|sinus		FALSE	FALSE
UBERON:0001826	UBERON	nasal cavity mucosa	The mucous membrane that lines the nasal cavity[MP].	mucosa of nose|mucous membrane of nose|nasal mucosa|tunica mucosa nasalis|tunica mucosa nasi		FALSE	FALSE
UBERON:0001827	UBERON	secretion of lacrimal gland	Aqueous substance secreted by the lacrimal gland.	lacrimal fluid|lacrimal gland secretion|lacrimal secretion|tear|tear fluid|tears		TRUE	FALSE
UBERON:0001828	UBERON	gingiva	The fibrous investing tissue, covered by keratinized epithelium, that immediately surrounds a tooth and is contiguous with its periodontal ligament and with the mucosal tissues of the mouth[Glossary of Periodontal Terms 2001].	gingival mucosa|gum|gum tissue|gums		TRUE	FALSE
UBERON:0001829	UBERON	major salivary gland	One of the three largest glands of the oral cavity that secrete most of the saliva, including the parotid, submandibular, and sublingual glands.			FALSE	FALSE
UBERON:0001836	UBERON	saliva	A fluid produced in the oral cavity by salivary glands, typically used in predigestion, but also in other functions.	sailva normalis|saliva atomaris|saliva molecularis|salivary gland secretion		TRUE	FALSE
UBERON:0001846	UBERON	internal ear	Complex labyrinthine structure that comprises sensory endorgans specialized for vestibular, auditory, and acoustico-vestibular sensation.	auris interna|inner ear|labyrinth|otocyst		FALSE	FALSE
UBERON:0001851	UBERON	cortex	Outermost layer of an organ[WP].	cortex|cortex of organ		FALSE	FALSE
UBERON:0001866	UBERON	sebum	Fatty lubricant matter secreted by sebaceous glands, and made of made of triglyceride oils, wax, squalene, and metabolytes of fat-producing cells[BTO,WP].			FALSE	FALSE
UBERON:0001896	UBERON	medulla oblongata	Organ component of neuraxis that has as its parts the medullary reticular formation, inferior olivary complex and cochlear nuclear complex, among other structures[FMA]. The medulla oblongata lies directly above the spinal cord and controls vital autonomic functions such as digestion, breathing and the control of heart rate[GO].	bulb|bulbus|medulla|medulla oblonzata|metepencephalon		FALSE	FALSE
UBERON:0001911	UBERON	mammary gland	A specialized accessory gland of the skin of mammals that secretes milk. The gland is typically only developed in females, and regresses in males.	Brustdruese|dug|glandula mammaria|lactiferous gland|lobe of breast|lobe of mammary gland|mamma|mammae|milk patch		TRUE	FALSE
UBERON:0001913	UBERON	milk	An emulsion of fat globules within a fluid that is secreted by the mammary gland during lactation.	mammary gland milk		TRUE	FALSE
UBERON:0001914	UBERON	colostrum	The thin, yellow, serous fluid secreted by the mammary glands during pregnancy and immediately postpartum before lactation begins. It consists of immunologically active substances, white blood cells, water, protein, fat, and carbohydrates.			FALSE	FALSE
UBERON:0001961	UBERON	mucosa-associated lymphoid tissue	Diffuse system of small concentrations of lymphoid tissue found in various sites of the body such as the gastrointestinal tract, thyroid, breast, lung, salivary glands, eye, and skin[WP]. Mucosal-associated lymphoid tissue is typically found as nodules associated with mucosal epithelia with distinct internal structures including B- and T-zones for the activation of lymphocytes[GO].	MALT|epithelio-lymphoid tissue|mucosa associated lymphatic tissue|mucosa associated lymphoid tissue|mucosa-associated lymphoid tissue|mucosal-associated lymphatic tissue|mucosal-associated lymphoid tissue		FALSE	FALSE
UBERON:0001962	UBERON	gut-associated lymphoid tissue	Mucosa-associated lymphoid tissue in digestive tract. includes Peyer's patches, appendix, and solitary lymph nodules[GO].	GALT|gut associated lymphoid tissue		FALSE	FALSE
UBERON:0001968	UBERON	semen	Organism substance that is composed of sperm cells suspended in seminal fluid.	ejaculate|sperm		TRUE	FALSE
UBERON:0001969	UBERON	blood plasma	The liquid component of blood, in which erythrocytes are suspended.	blood plasm|plasma|portion of blood plasma|portion of plasma		FALSE	FALSE
UBERON:0001970	UBERON	bile	Vital aqueous secretion of the liver that is formed by hepatocytes and modified down stream by absorptive and secretory properties of the bile duct epithelium.	fel|gall		TRUE	FALSE
UBERON:0001977	UBERON	blood serum	The portion of blood plasma that excludes clotting factors.	serum		FALSE	FALSE
UBERON:0001987	UBERON	placenta	Organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin[GO]. The fetal portion of the placenta is known as the villous chorion. The maternal portion is known as the decidua basalis. The two portions are held together by anchoring villi that are anchored to the decidua basalis by the cytotrophoblastic shell.	allantoic placenta|eutherian placenta		FALSE	FALSE
UBERON:0001988	UBERON	feces	Portion of semisolid bodily waste discharged through the anus[MW,modified].	cow dung|cow pat|droppings|dung|excrement|excreta|faeces|fecal material|fecal matter|fewmet|frass|guano|ordure|piece of shit|portion of dung|portion of excrement|portion of faeces|portion of fecal material|portion of fecal matter|portion of feces|portion of guano|portion of scat|portionem cacas|scat|spoor|spraint|stool		TRUE	FALSE
UBERON:0001994	UBERON	hyaline cartilage tissue	Cartilage tissue primarily composed of type II collagen (thin fibrils) and a glassy appearance.	chondroid cartilage|hyaline cartilage		FALSE	FALSE
UBERON:0001995	UBERON	fibrocartilage	Cartilage tissue intermediate between hyaline cartilage and dense connective tissue; contains of abundant collagen fibers; chondrocytes often arranged in columns.	fibrocartilage tissue|stratified cartilage tissue		FALSE	FALSE
UBERON:0002018	UBERON	synovial membrane of synovial joint	Soft tissue that lines the non-cartilaginous surfaces within joints with cavities (synovial joints).	membrana synovialis (capsula articularis)|membrana synovialis capsulae articularis|stratum synoviale|stratum synoviale (capsula articularis)|synovial layer|synovial layer of articular capsule of synovial joint|synovial membrane|synovial membrane of articular capsule of synovial joint|synovium|synovium of articular capsule of synovial joint		FALSE	FALSE
UBERON:0002020	UBERON	gray matter	A nervous system structure composed primarily of nerve cell bodies (somas). May also include dendrites and the initial unmyelinated portion of axons.	gray mater|gray matter|gray matter of neuraxis|grey matter|grey matter of neuraxis|grey substance|grisea|neuronal grey matter|substantia grisea		FALSE	FALSE
UBERON:0002036	UBERON	striated muscle tissue	Muscle tissue that contains fibers that are divided by transverse bands into striations.	striated muscle		FALSE	FALSE
UBERON:0002046	UBERON	thyroid gland	A two-lobed endocrine gland found in all vertebrates, located in front of and on either side of the trachea in humans, and producing various hormones, such as triiodothyronine and calcitonin[BTO].	glandula thyroidea|thyroid		FALSE	FALSE
UBERON:0002048	UBERON	lung	Respiration organ that develops as an outpocketing of the esophagus.	pulmo		TRUE	FALSE
UBERON:0002049	UBERON	vasculature	An interconnected tubular multi-tissue structure contains fluid that is actively transported around the organism[ZFA]. Examples: vasculature of lung, vasculature of face.	vascular network		TRUE	FALSE
UBERON:0002050	UBERON	embryonic structure	Anatomical structure that is part of an embryo.	developing embryonic structure|developing structure|embryonale Struktur|embryonic anatomical structure|embryonic structures		FALSE	FALSE
UBERON:0002067	UBERON	dermis	The dermis is a layer of skin between the epidermis (with which it makes up the skin) and subcutaneous tissues, and is composed of two layers, the papillary and reticular dermis[WP].	corium|cutis|vertebrate dermis		FALSE	FALSE
UBERON:0002073	UBERON	hair follicle	A tube-like opening in the epidermis where the hair shaft develops and into which the sebaceous glands open[GO].	folliculus pili		FALSE	FALSE
UBERON:0002074	UBERON	hair shaft	The main part of the hair which is composed of trichocytes and is divided into the cortex and medulla.	scapus pili|shaft of hair		FALSE	FALSE
UBERON:0002075	UBERON	viscus	An organ that is located within the body cavity (or in its extension, in the scrotum); it consists of organ parts that are embryologically derived from endoderm, splanchnic mesoderm or intermediate mesoderm; together with other organs, the viscus constitutes the respiratory, gastrointestinal, urinary, reproductive and immune systems, or is the central organ of the cardiovascular system. Examples: heart, lung, esophagus, kidney, ovary, spleen.	splanchnic tissue|viscera|visceral organ|visceral organ system|visceral tissue		FALSE	FALSE
UBERON:0002081	UBERON	cardiac atrium	Cardiac chamber in which blood enters the heart.	atria|atrial tissue|atrium|atrium of heart|cardiac atria|heart atrium		FALSE	FALSE
UBERON:0002082	UBERON	cardiac ventricle	Cardiac chamber through which blood leaves the heart.	heart ventricle|lower chamber of heart|ventricle|ventricle of heart		FALSE	FALSE
UBERON:0002097	UBERON	skin of body	The organ covering the body that consists of the dermis and epidermis.	entire integument|entire skin|integument|integumental organ|pelt|skin|skin organ		TRUE	FALSE
UBERON:0002099	UBERON	cardiac septum	The thin membranous structure between parts of the heart, including the atria, ventricles, and outflow tract.	cardiac septa|heart septa|heart septum|septum of heart|spiral septa		FALSE	FALSE
UBERON:0002100	UBERON	trunk	Organism subdivision which is the part of the body posterior to the cervical region (or head, when cervical region not present) and anterior to the caudal region. Includes the sacrum when present.	Rumpf|thoracolumbar region|torso|trunk region		TRUE	FALSE
UBERON:0002101	UBERON	limb	A paired appendage that is evolved from a paired fin. The extent of this structure includes autopod, stylopod and zeugopod regions when present, but excludes the girdle and its parts.	extremities|extremity|flipper|free limb|limb sensu Vertebrata|pentadactyl limb|tetrapod limb		TRUE	FALSE
UBERON:0002104	UBERON	visual system	The sensory system subserving the sense of vision.	photosensory system|visual organ system		FALSE	FALSE
UBERON:0002106	UBERON	spleen	The organ that functions to filter blood and to store red corpuscles and platelets.	lien		TRUE	FALSE
UBERON:0002107	UBERON	liver	An exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes[GO].	iecur|jecur		TRUE	FALSE
UBERON:0002108	UBERON	small intestine	Subdivision of digestive tract that connects the stomach to the large intestine and is where much of the digestion and absorption of food takes place (with the exception of ruminants). The mammalian small intestine is long and coiled and can be differentiated histologically into: duodenum, jejunem, ileum[WP,cjm,Kardong].	anterior intestine|intestinum tenue|mid intestine|small bowel|small intestine		TRUE	FALSE
UBERON:0002110	UBERON	gallbladder	An organ that aids digestion and stores bile produced by the liver[WP].	cholecyst|gall bladder|vesica biliaris|vesica fellea		FALSE	FALSE
UBERON:0002113	UBERON	kidney	A paired organ of the urinary tract that produces urine and maintains bodily fluid homeostasis, blood pressure, pH levels, red blood cell production and skeleton mineralization.	reniculate kidney		TRUE	FALSE
UBERON:0002114	UBERON	duodenum	The first part of the small intestine. At the junction of the stomach and the duodenum the alimentary canal is inflected. The duodenum first goes anteriorly for a short distance, turns dorsally, and eventually caudally, thus it is a U-shaped structure with two horizontal sections (a ventral and a dorsal one).	proximal intestine|upper intestine		FALSE	FALSE
UBERON:0002115	UBERON	jejunum	The portion of the small intestine that extends from the duodenum to the ileum.	intestinum jejunum|mid-intestine|middle intestine		FALSE	FALSE
UBERON:0002116	UBERON	ileum	The portion of the small intestine that extends from the jejunum to the colon.	distal intestine|intestinum ileum|lower intestine|posterior intestine		FALSE	FALSE
UBERON:0002133	UBERON	atrioventricular valve	A cardial valve in the atrioventricular region that separates the atrium from the ventricle and prevent backflow from the ventricles into the atria during systole.	AV valve|atrio-ventricular valve		FALSE	FALSE
UBERON:0002134	UBERON	tricuspid valve	An atrioventricular valve that is part of the outflow part of the right atrium.	right atrioventricular valve|valva atrioventricularis dextra|valvula tricuspidalis		FALSE	FALSE
UBERON:0002185	UBERON	bronchus	The upper conducting airways of the lung; these airways arise from the terminus of the trachea.	bronchi|bronchial tissue|bronchial trunk		TRUE	FALSE
UBERON:0002190	UBERON	subcutaneous adipose tissue	A portion of adipose tissue that is part of the hypodermis, beneath the dermis.	fatty layer of subcutaneous tissue|fatty layer of superficial fascia|hypodermis fat layer|panniculus adiposus|panniculus adiposus (tela subcutanea)|panniculus adiposus telae subcutaneae|subcutaneous fat|subcutaneous fat layer		FALSE	FALSE
UBERON:0002199	UBERON	integument	The dermis, epidermis and hypodermis.	dermal system|dermis plus epidermis plus hypodermis|dermoid system|integumentum commune|skin|skin and subcutaneous tissue|skin plus hypodermis|tegument|the integument|vertebrate integument		FALSE	FALSE
UBERON:0002217	UBERON	synovial joint	Joint in which the articulating bones or cartilages are connected by an articular capsule which encloses a synovial membrane and a synovial cavity. Examples: Temporomandibular joint, knee joint.[FMA].	articulatio synoviale|diarthrodial joints|diarthroses|diarthrosis|diarthrosis joint		FALSE	FALSE
UBERON:0002224	UBERON	thoracic cavity	The part of the coelemic cavity lumen that is enclosed by the walls of the thorax.	cavitas thoracis|cavity of chest|cavity of thorax|chest cavity|pectoral cavity|space of thoracic compartment|thoracic lumen		FALSE	FALSE
UBERON:0002240	UBERON	spinal cord	Part of the central nervous system located in the vertebral canal continuous with and caudal to the brain; demarcated from brain by plane of foramen magnum. It is composed of an inner core of gray matter in which nerve cells predominate, and an outer layer of white matter in which myelinated nerve fibers predominate, and surrounds the central canal. (CUMBO).	SpC|cerebro-cerebellar fissure|cerebrocerebellar fissure|fissura cerebro-cerebellaris|fissura cerebrocerebellaris|medulla spinalis|spinal cord structure|spinal medulla		TRUE	FALSE
UBERON:0002268	UBERON	olfactory organ	An organ that houses olfactory neurons and is responsible for the sense of smell. Examples include the vertebrate nose and the Drosophila dorsal organ.	main olfactory organ|olfactory neuroepithelium|olfactory organ|olfactory sense organ|olfactory sensory organ|organ olfactus|organum olfactorium|primary olfactory organ		FALSE	FALSE
UBERON:0002294	UBERON	biliary system	Organ system subdivision that consists of the organs and ducts that are involved in the production and transportation of bile. In most species this is the gallbladder and the bile ducts (biliary tree).	biliary apparatus|biliary tract		FALSE	FALSE
UBERON:0002297	UBERON	cerumen	The yellow or brown waxy secretions produced by vestigial apocrine sweat glands in the external ear canal[MESH].	ear wax|earwax		TRUE	FALSE
UBERON:0002299	UBERON	alveolus of lung	Spherical outcropping of the respiratory bronchioles and primary site of gas exchange with the blood. Alveoli are particular to mammalian lungs. Different structures are involved in gas exchange in other vertebrates[WP].	alveoli|alveolus|alveolus pulmonis|lung alveolus|pulmonary alveolus|respiratory alveoli|respiratory alveolus		FALSE	FALSE
UBERON:0002308	UBERON	nucleus of brain	A neural nucleus that is part of the brain.	brain nuclei|brain nucleus		FALSE	FALSE
UBERON:0002323	UBERON	coelemic cavity lumen	The cavity within the body of all animals higher than the coelenterates and certain primitive worms, formed by the splitting of the embryonic mesoderm into two layers. In mammals it forms the peritoneal, pleural, and pericardial cavities.	body cavity|celom|coelom|coelome|coelomic cavity|coelomic cavity lumen|hemocoel|main body cavity|space of body compartment|ventral body cavity		FALSE	FALSE
UBERON:0002331	UBERON	umbilical cord	The connecting cord from the developing embryo to the placenta.	birth cord|chorda umbilicalis|connecting stalk|funiculus umbilicalis|yolk stalk		FALSE	FALSE
UBERON:0002356	UBERON	perineum	Subdivision of trunk proper, which is demarcated from the pelvis by the inferior surface of the pelvic diaphragm and from the lower limbs by the perineofemoral lines; together with the thorax, abdomen, and pelvis, it constitutes the trunk[FMA].	perineal region|regio perinealis		FALSE	FALSE
UBERON:0002358	UBERON	peritoneum	A serous membrane that lines the peritoneal cavity[VHOG,modified].	peritonaeum		FALSE	FALSE
UBERON:0002365	UBERON	exocrine gland	A gland that secretes products (excluding hormones and other chemical messengers) into ducts (duct glands) which lead directly into the external environment[WP]. Typical exocrine glands include sweat glands, salivary glands, mammary glands, stomach, liver, pancreas.	ducted gland|glandula exocrina		FALSE	FALSE
UBERON:0002367	UBERON	prostate gland	The prostate gland is a partly muscular, partly glandular body that is situated near the base of the mammalian male urethra and secretes an alkaline viscid fluid which is a major constituent of the ejaculatory fluid.	male prostate|prostata|prostate		FALSE	FALSE
UBERON:0002368	UBERON	endocrine gland	Endocrine glands are glands of the endocrine system that secrete their products directly into the circulatory system rather than through a duct.[WP, modified].	ductless gland|glandula endocrina|glandulae endocrinae		FALSE	FALSE
UBERON:0002370	UBERON	thymus	Anatomical structure of largely lymphoid tissue that functions in cell-mediated immunity by being the site where T cells develop.	thymus gland|thymus organ		FALSE	FALSE
UBERON:0002371	UBERON	bone marrow	The soft tissue that fills the cavities of bones.	medulla of bone|medulla ossea|medulla ossium|medullary bone		FALSE	FALSE
UBERON:0002372	UBERON	tonsil	Either of the two small almond-shaped masses of lymph tissue found on either side of the oropharynx.	Mandel		FALSE	FALSE
UBERON:0002373	UBERON	palatine tonsil	Tonsils on the left and right sides at the back of the throat. one of the mucosa-associated lymphoid tissues (MALT), located at the entrance to the upper respiratory and gastrointestinal tracts to protect the body from the entry of exogenous material through mucosal sites[WP].	faucial tonsil|tonsil|tonsilla palatina		TRUE	FALSE
UBERON:0002384	UBERON	connective tissue	Tissue with cells that deposit non-polarized extracellular matrix including connective tissue fibers and ground substance.	Bindegewebe|portion of connective tissue|textus connectivus		FALSE	FALSE
UBERON:0002385	UBERON	muscle tissue	Muscle tissue is a contractile tissue made up of actin and myosin fibers[GO].	muscular tissue|portion of muscle tissue|textus muscularis		FALSE	FALSE
UBERON:0002387	UBERON	pes	Distal portion of the hind limb, including tarsal region, metatarsal region and digits.	foot|hind foot|hind limb autopodium|hind paw|hind-paw|hindfeet|hindfoot|hindfoot of quadruped|hindlimb autopod|hindlimb autopodium|hindlimb distal free limb segment|hindpaw|pes|terminal segment of free lower limb		FALSE	FALSE
UBERON:0002393	UBERON	pharyngotympanic tube	Organ with organ cavity which connects the cavity of the middle ear to the cavity of the pharynx. Examples: There are only two pharyngotympanic tubes, the right and the left pharyngotympanic tubes.[FMA].	auditory tube|eustachian tube|internal auditory tube|pharyngo-tympanic tube|tuba auditiva|tuba auditiva; tuba auditoria; tuba auditivea|tuba auditoria|tuba pharyngotympanica		FALSE	FALSE
UBERON:0002398	UBERON	manus	Distal segment of the fore limb, including carpal region, metacarpal region and digits.	fore foot|fore paw|fore-paw|forefeet|forefoot|forefoot of quadruped|forelimb autopod|forelimb autopodium|forepaw|hand|hand region|terminal segment of free upper limb		TRUE	FALSE
UBERON:0002402	UBERON	pleural cavity	The fluid-filled cavity that lies between the visceral and parietal pleurae.	cavitas pleuralis|cavitum pleuralae|cavitum pleurale		TRUE	FALSE
UBERON:0002412	UBERON	vertebra	The ossified form of a vertebral element, a skeletal element that forms around the notochord and is part of the vertebral column.	vertebra bone|vertebrae		FALSE	FALSE
UBERON:0002416	UBERON	integumental system	Connected anatomical system that forms a barrier between an animal and its environment. In vertebrates, the integumental system consists of the epidermis, dermis plus associated glands and adnexa such as hair and scales. In invertebrates, the integumental system may include cuticle.	body surface|dermal system|external covering of organism|integumentary system|integumentum commune|organism surface|surface		TRUE	FALSE
UBERON:0002418	UBERON	cartilage tissue	Skeletal tissue that is avascular, rich in glycosaminoglycans (GAGs) and typically includes chondrocytes within isolated lacunae. Cartilage tissue is deposited by chondroblasts.	cartilage|cartilage tissue|cartilages|cartilaginous tissue|chondrogenic tissue|portion of cartilage tissue		FALSE	FALSE
UBERON:0002419	UBERON	skin gland	A gland that is part of a skin of body [Automatically generated definition].	glandulae cutis|set of skin glands|skin glands|skin glands set		FALSE	FALSE
UBERON:0002450	UBERON	decidua	The maternal uterine-derived portion of the placenta.	decidous membrane|decidua basalis|endometrium|extraembryonic part of placenta|extraembryonic placenta|maternal decidual layer|maternal part of placenta|maternal placenta|placenta maternal decidual layer|uterine decidua		FALSE	FALSE
UBERON:0002465	UBERON	lymphoid system	The lymphatic system in vertebrates is a network of conduits that carry a clear fluid called lymph. It also includes the lymphoid tissue through which the lymph travels. Lymphoid tissue is found in many organs, particularly the lymph nodes, and in the lymphoid follicles associated with the digestive system such as the tonsils. The system also includes all the structures dedicated to the circulation and production of lymphocytes, which includes the spleen, thymus, bone marrow and the lymphoid tissue associated with the digestive system[WP].	lymphatic circulatory system|lymphatic drainage system|lymphatic system|systema lymphoideum		FALSE	FALSE
UBERON:0002470	UBERON	autopod region	Terminal segment of free limb, immediately distal to the zeugopod region. The fully developed autopod consists of the autopod skeleton plus associated structures such as integument, muscle tissue, vasculature etc. The autopod is divided into mesopodial, metapodiual, and acropodial segments. Examples: human hand, mouse paw, human foot.	autopod|autopodial element|autopodial limb segment|autopodial segment|autopodium|autopodium region|distal free limb segment|distal segment of free limb|distal segment of limb|manus/pes|paw|paw/hand/foot/hoof|pod		FALSE	FALSE
UBERON:0002481	UBERON	bone tissue	Skeletal tissue with a collagen-rich extracellular matrix vascularized, mineralized with hydroxyapatite and typically including osteocytes located in lacunae that communicate with one another by cell processes (in canaliculi). Bone is deposited by osteoblasts.	bone|calcium tissue|mineralized bone tissue|osseous tissue|osteogenic tissue|portion of bone tissue		FALSE	FALSE
