identifier	decision	object_id	object_label	grounding_status	curator	date	notes	review_depth	category	relation
habitatmech:PREGO.fa1634154c	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:PREGO.fcdd425bf2	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:PREGO.fdf543e807	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:PREGO.feb4910f1c	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:BACDIVE.3974b3f169	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Cohort review (subset/disjoint mapping screen): a composite of two sites. UBERON:0001005 'respiratory airway' covers only the airways half and drops the oral cavity, and it is also the correct target for the separate 'Airways' source — adopting it here would merge the two. No single term covers mouth plus airway; the respiratory-tract terms exclude the oral cavity.	ITEM		
habitatmech:BACDIVE.7945156e00	GROUND_AS_PARENT	ENVO:01001057	environment associated with a plant part or small plant	NARROW	claude-opus-5	2026-08-14	Cohort review: 'Root-Rhizome' is root OR rhizome; PO:0004542 'rhizome' silently drops the root, which is the commoner isolation site of the two. Kept as a narrower kind of the plant-part environment rather than grounded to half of itself.	ITEM		
habitatmech:BACDIVE.5d6bbfabf0	GROUND	ENVO:01000628	plant litter	CLOSE	claude-opus-5	2026-08-16	Term-request re-check (#12): 'Decomposing-plant' was left ungrounded after NCIT:C14258 'Plant' was refused for naming the organism rather than the decomposing material. That refusal was right; the conclusion that no term fits was not. ENVO:01000628 'plant litter' is dead plant material — leaves, bark, needles, twigs — which is what the bin holds. CLOSE rather than EXACT because ENVO's definition adds 'that has fallen to the ground', and standing dead plant material is decomposing plant that is not litter.	ITEM		
habitatmech:BACDIVE.e864a16f03	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Cohort review: NCIT:C17649 'Other' is a bucket with no meaning of its own, and it absorbs 'Rodentia-Other' too — one record labelled 'Other' holding rodents and invertebrates. The invertebrate-associated environment terms in the slice are all aquatic-qualified. Real habitat, no term.	ITEM		
habitatmech:BACDIVE.745e245512	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Cohort review: the other half of the NCIT:C17649 'Other' merge. Same reasoning as the invertebrate source it was collapsing with — a bucket term is not an identity.	ITEM		
habitatmech:BACDIVE.4d3086a839	CONFIRM_UNGROUNDED	FOODON:03411328	goat		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:BACDIVE.1106e09fbe	GROUND	ENVO:00000029	watercourse	CLOSE	claude-opus-5	2026-08-14	Cohort review: NCIT:C43963 'Creek' drops the river half. ENVO:00000029 'watercourse' is the genus of both river and creek, so it covers the source instead of picking one branch of it. Merges with the existing GOLD watercourse record, which is the harmonization working.	ITEM		
habitatmech:BACDIVE.b938cdfb88	REVIEW				claude-opus-5	2026-08-14	Cohort review: flagged by the screen as a dropped modifier, but the dropped word is a second word for the same thing rather than a lost qualifier — 'plant' and 'factory' are both the industrial sense here, not vegetation, so ENVO:01000536 'factory' loses nothing. Read from the label alone: neither this repo nor kg-microbe carries a BacDive category path to check the reading against (#51).	ITEM		
habitatmech:BACDIVE.27fe5ab8fb	GROUND_AS_PARENT	ENVO:01001057	environment associated with a plant part or small plant	NARROW	claude-opus-5	2026-08-14	Cohort review: NCIT:C45313 'Part' is a bucket term carrying none of the meaning. A surface-sterilized plant part is the endophyte isolation route and is a narrower kind of plant-part environment.	ITEM		
habitatmech:BACDIVE.ef2153283d	GROUND	ENVO:01001179	cnidarian-associated environment	EXACT	claude-opus-5	2026-08-17	Adversarial review of #120 (#123): #114 correctly reversed this from NOT_APPLICABLE — a cnidarian host is a habitat — but overshot by making it a term-request candidate. The term already exists: ENVO:01001179 'cnidarian-associated environment', 'an environmental system determined by a cnidarian or part of a cnidarian', present in the vendored slice with that exact label. Requesting it would have been requesting a duplicate. Grounded EXACT. Note that GROUND does not carry an xref the way NOT_APPLICABLE and CONFIRM_UNGROUNDED do, so the taxon link (mesh:D003063 / mesh:D037421) is not retained on the record; the upstream mapping remains in data/raw/. Found by the deep research run in #120, which is the point of running it.	ITEM		
habitatmech:BACDIVE.74aa31b5e1	REVIEW				claude-opus-5	2026-08-14	Cohort review: no words shared with the target, but UBERON:0001005 'respiratory airway' is the correct term for 'Airways'. This source, not the oral-cavity composite, is the one entitled to it.	ITEM		
habitatmech:BACDIVE.15180e7ff9	CONFIRM_UNGROUNDED	FOODON:03411134	mammal		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:BACDIVE.34e059b53d	GROUND	ENVO:00002033	carcass	CLOSE	claude-opus-5	2026-08-14	Cohort review: FOODON:00003004 'animal' is the organism, not its decomposing remains. ENVO:00002033 'carcass' is what a decomposing animal is as a habitat; merges with the existing carcass record.	ITEM		
habitatmech:BACDIVE.57e74dd487	GROUND_AS_PARENT	FOODON:00004242	animal food product	NARROW	claude-opus-5	2026-08-14	Cohort review: NCIT:C85060 'Natural' is a bucket term that this source shares with 'Juice-natural' — two unrelated foods on one record. Naturally-produced animal food is a narrower kind of animal food product; kept as a parent so the natural/processed distinction survives.	ITEM		
habitatmech:BACDIVE.0b7fa25ca9	GROUND_AS_PARENT	BTO:0000659	juice	NARROW	claude-opus-5	2026-08-14	Cohort review: the other half of the NCIT:C85060 'Natural' merge. BTO:0000659 'juice' already carries GOLD's generic Juice path, so grounding here would drop the natural/processed distinction this source exists to make.	ITEM		
habitatmech:BACDIVE.5bac6e6496	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Cohort review: NCIT:C33446 'Root' is unqualified and reads as a plant root, not the root of a tooth. The slice has no tooth-root term. Real habitat, no term.	ITEM		
habitatmech:BACDIVE.71d5f01e03	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Cohort review: NCIT:C48957 'Tower' is a structure of any kind. The slice has cooling processes and ENVO:03600002 'cooling water' but no cooling tower; the water is the medium, not the site. A Legionella habitat worth an ENVO term request.	ITEM		
habitatmech:BACDIVE.0fa0234f43	NOT_APPLICABLE	NCIT:C88206	Humidity		claude-opus-5	2026-08-14	Cohort review: humidity is a property of a habitat, not a habitat — the same call already made for 'Acidic' against PATO:0001429. Link kept as an xref.	ITEM		
habitatmech:BACDIVE.4b8650dee7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Cohort review: dust and ash are different materials and the slice has both (ENVO:00002008, ENVO:02000090). Grounding to either half would assert an identity the source does not have.	ITEM		
habitatmech:BACDIVE.d37a7e5c01	REVIEW				claude-opus-5	2026-08-14	Cohort review: no words shared, but a bronchial wash samples the bronchus, and the bronchus is where the strain lived. Grounding a lavage specimen to its anatomical site is the right habitat reading.	ITEM		
habitatmech:BACDIVE.31392c69b9	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Cohort review: a leaf-or-stem lesion. PO:0009047 'stem' drops the leaf and is also the target of 'Rot-Root,Stem', so adopting it would merge two different plant diseases onto one record.	ITEM		
habitatmech:BACDIVE.04ddbbeabe	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Cohort review: root-or-stem rot. Same PO:0009047 'stem' merge as the leaf-spot source, and the same objection — the dropped alternative is half the concept.	ITEM		
habitatmech:BACDIVE.a7c914d9d5	GROUND	PO:0025603	plant resin	EXACT	claude-opus-5	2026-08-14	Cohort review: resin IS a plant exudate, so the dropped modifier is not a loss, but ENVO:03510018 'resin' is the material in general. PO:0025603 'plant resin' says the same thing the source does.	ITEM		
habitatmech:BACDIVE.9fa7724f5d	GROUND	ENVO:00005803	animal habitation	EXACT	claude-opus-5	2026-08-14	Cohort review: ENVO:01000429 'burrow' drops the nest. ENVO:00005803 'animal habitation' is the source's own first word and covers nest and burrow both.	ITEM		
habitatmech:BACDIVE.b266a9b90c	REVIEW				claude-opus-5	2026-08-14	Cohort review: no words shared, but NCIT:C171504 'Endotracheal Fluid' is what a tracheal aspirate is. Correct as seeded.	ITEM		
habitatmech:BACDIVE.1e734fe35d	REVIEW				claude-opus-5	2026-08-14	Cohort review: no words shared, but UBERON:0002100 'trunk' is the anatomical term for the torso. Correct as seeded.	ITEM		
habitatmech:BACDIVE.a7f6b12719	CONFIRM_UNGROUNDED	NCIT:C77914	Protista		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:BACDIVE.3bf519722c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	"Cohort review: the screen's known blind spot, caught by reading the corpus rather than the ranking. NCIT:C180316 ""Nucleotide Sequence Sample Name"" is a metadata field name, not a place; it shares the word ""sample"" with the subject, so it lands in the low-risk overlap bucket. A sediment or ice core is a real habitat and no term in the slice names it."	ITEM		
habitatmech:GOLD.7f57b82cab	CONFIRM_UNGROUNDED	mesh:D044003	Sphagnopsida		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:GOLD.35031d7053	REVIEW				claude-opus-5	2026-08-14	Cohort review, GOLD route (#52): flagged as disjoint because 'Forest' and 'forested area' share no whole word, but ENVO:00000111 'forested area' is the right term for GOLD's Forest soil leaf. ENVO:01000174 'forest biome' is the wrong scale — a biome is not a sampling site.	ITEM		
habitatmech:MADIN.d6e2979509	NOT_APPLICABLE	UBERON:0000468	multicellular organism		claude-opus-5	2026-08-14	#40 named this one: Madin's rows for a shared term must follow the existing decision rather than re-create the grounding. UBERON's own definition is 'anatomical structure that is an individual member of a species', so it is the host itself and not a place — the same reading already recorded for the environment table's 'host' row. Link kept as an xref.	ITEM		
habitatmech:MADIN.8eaf8ee93c	NOT_APPLICABLE	ENVO:01000230	arid		claude-opus-5	2026-08-14	ENVO defines this as 'an environmental condition in which annual precipitation is less than half of annual potential evapotranspiration' — a condition of a habitat, not a habitat, the same call already made for Humid and Acidic. Link kept as an xref.	ITEM		
habitatmech:MADIN.ece0235b87	NOT_APPLICABLE	ENVO:02500038	soil pollution		claude-opus-5	2026-08-14	ENVO defines this as 'a pollution process during which contaminants are released into soil' — a process rather than a place, the same reading already recorded for Climate. The polluted soil is the habitat; the polluting is not. Link kept as an xref.	ITEM		
habitatmech:GOLD.a12eda25e9	GROUND_AS_PARENT	ENVO:01001179	cnidarian-associated environment	NARROW	claude-opus-5	2026-08-14	Grounding-cohort review (#62): was FOODON:03412872 'barramundi' — a FISH, matched because barramundi carries 'coral' as a synonym (its Bengali name). GOLD's path is Host-associated > Invertebrates > Cnidaria > Coral, so the habitat is a coral animal. Kept as a narrower kind of cnidarian-associated environment rather than grounded to it, because Host-associated > Cnidaria is the shallower path entitled to that term.	ITEM		
habitatmech:GOLD.c6e9ea67fd	GROUND	ENVO:01000164	root nodule	EXACT	claude-opus-5	2026-08-14	Grounding-cohort review (#62): was UBERON:0004083 'cerebellum vermis lobule X', matched because that term carries 'nodule' as a synonym. GOLD's path is Host-associated > Plants > Nodule, so this is a plant root nodule. Merges with the environment table's and Madin's root-nodule records, which is three sources agreeing on one habitat.	ITEM		
habitatmech:GOLD.a8fc5001d1	GROUND	ENVO:01001041	fungi-associated environment	EXACT	claude-opus-5	2026-08-17	Definitions-from-research pass (#110): the research run recommended GROUND rather than a term request, and it is right — the same over-correction #123 found for Cnidaria. #114 rightly undid NOT_APPLICABLE, because a fungal host is a habitat, but moved this to CONFIRM_UNGROUNDED when a third option existed all along: ENVO:01001041 'fungi-associated environment' is in the vendored slice with that exact label. Grounding merges GOLD's 635 organism assertions onto the record the environments table and Madin already attest, which is the correct outcome rather than a side effect.	ITEM		
habitatmech:GOLD.6acc0797e9	CONFIRM_UNGROUNDED	FOODON:03412112	mollusc		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:GOLD.e1f435d44b	CONFIRM_UNGROUNDED	FOODON:03412115	echinoderm		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:BACDIVE.3eec8fcfc4	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Grounding-cohort review (#62): was ENVO:01001155 'astrogeological gas', which carries the bare synonym 'gas' and so matches any gas source at all. Waste gas from an industrial process is a real habitat and the slice has no term for it.	ITEM		
habitatmech:BACDIVE.38260eea00	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Grounding-cohort review (#62): was FOODON:03401156 '50122200 - aquatic plants prepared/processed (gs1 gpc)', a UNSPSC commodity code for prepared food. An aquatic plant as an isolation source is a living host, not a prepared foodstuff, and no term in the slice names it.	ITEM		
habitatmech:BACDIVE.9eabedc3a1	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Grounding-cohort review (#62): was FOODON:03544454 '44540 - starter cultures (efsa foodex2)', a food-classification code rather than a place. A starter culture is a real habitat for the organisms in it; the slice has no term that is one.	ITEM		
habitatmech:BACDIVE.b3b3dfff91	GROUND	ENVO:01000017	sand	CLOSE	claude-opus-5	2026-08-16	Term-request re-check (#12): 'Sandy' was left ungrounded after ENVO:00000172 'sandy desert' was refused via its 'sandy area' synonym — correctly, since a sandy isolation source need not be a desert. But ENVO:01000017 'sand', 'particulate environmental material composed primarily of particles of sand', carries no such extra claim and is what the bin names. CLOSE because BacDive's label is an adjective describing a sampling substrate rather than the material class itself.	ITEM		
habitatmech:BACDIVE.6add57f329	GROUND	ENVO:02000019	bodily fluid material	CLOSE	claude-opus-5	2026-08-16	Term-request re-check (#12), after ENVO:01001000 showed these claims were never machine-rechecked: 'Fluids' was left ungrounded after ENVO's NCIT:C13452 'Other Body Fluids and Secretions' was refused as a residual bucket. That refusal was right and the conclusion was not: ENVO:02000019 'bodily fluid material' is a proper class — 'an organic material primarily composed of some natural bodily fluid or secretion such as blood, semen, saliva' — and that is what BacDive's bin holds, as its Digestive-fluid and Rumen-fluid children show. CLOSE rather than EXACT because BacDive's is a sampling bin and ENVO's is the material, which is the same framing difference CLOSE records elsewhere in the corpus.	ITEM		
habitatmech:BACDIVE.3d543e6b49	REVIEW				claude-opus-5	2026-08-14	Category override (#57): a minted identifier gives infer_category nothing to read — no ontology term, no GOLD path — so every Madin habitat named in the BacDive vocabulary fell to OTHER. This is the single largest Madin habitat at 5130 taxa; a warm-blooded animal host is HOST_ASSOCIATED by the same reading as every other host source here.	ITEM	HOST_ASSOCIATED	
habitatmech:BACDIVE.e68bf42dcb	REVIEW				claude-opus-5	2026-08-14	Category override (#57): a minted identifier gives infer_category nothing to read — no ontology term, no GOLD path — so every Madin habitat named in the BacDive vocabulary fell to OTHER. A cold-blooded animal host is HOST_ASSOCIATED for the same reason as the endotherm one; the thermal distinction is a property of the host, not a different kind of habitat.	ITEM	HOST_ASSOCIATED	
habitatmech:BACDIVE.319ac5f8f8	REVIEW				claude-opus-5	2026-08-14	Category override (#57): a minted identifier gives infer_category nothing to read — no ontology term, no GOLD path — so every Madin habitat named in the BacDive vocabulary fell to OTHER. Inside the tissue of a warm-blooded animal host — more specific than the endotherm source, and host-associated for the same reason.	ITEM	HOST_ASSOCIATED	
habitatmech:BACDIVE.ed51f3e74a	REVIEW				claude-opus-5	2026-08-14	Category override (#57): a minted identifier gives infer_category nothing to read — no ontology term, no GOLD path — so every Madin habitat named in the BacDive vocabulary fell to OTHER. The rumen is an anatomical compartment of a warm-blooded host, so HOST_ASSOCIATED rather than the FOOD its contents came from.	ITEM	HOST_ASSOCIATED	
habitatmech:BACDIVE.2b1959f1f0	GROUND	FOODON:00001258	food (fermented)	CLOSE	claude-opus-5	2026-08-17	Definitions-from-research pass (#110): the third case where the research found an existing term rather than a gap, after Cnidaria (#123) and Fungi (#124). FOODON:00001258 'food (fermented)' — 'food material which has been fermented' — is in the vendored slice, and the corpus ALREADY grounds the equivalent BacDive 'Fermented' bin to it. Leaving this minted published two HabitatMech identifiers for one concept and split 173 Madin taxa from the 242 BacDive strains that belong on the same record. CLOSE rather than EXACT because the bin misses both ways: it under-covers FoodOn, which includes post-fermentation-killed products such as baked bread that are never an isolation source, and over-covers it with malted barley and vinegar pickles. ENVO is not an option here at all — it obsoleted its food branch and redirects to FoodOn.	ITEM	FOOD	
habitatmech:GOLD.d750ff157a	GROUND_AS_PARENT	UBERON:0001913	milk	NARROW	claude-opus-5	2026-08-14	Narrowed-grounding review (#67): was FOODON:03307455 'cow milk (raw)'. GOLD's path is Engineered > Food production > Dairy products > Raw milk and names no species, so 'cow' is a claim the source never made — dairy is as often goat, sheep or buffalo. Raw milk is a narrower kind of milk; the slice has no species-neutral raw-milk term.	ITEM		
habitatmech:GOLD.a8b8ee2424	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Narrowed-grounding review (#67): was ENVO:00000359 'natural monument', which is a protected-area designation. GOLD's path is Engineered > Built environment > Monument, so this is a built stone monument — close to the opposite. Stonework is a real habitat and the slice has no term for it.	ITEM		
habitatmech:GOLD.961229841c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Narrowed-grounding review (#67): was ENVO:03501109 'subway train'. GOLD's path is Engineered > Built environment > City > Subway, which is the system or the station rather than the rolling stock; the slice has train terms but nothing for the subway environment itself.	ITEM		
habitatmech:BACDIVE.766cd9f54f	NOT_APPLICABLE	FOODON:03520493	semiarid climatic zone		claude-opus-5	2026-08-14	Narrowed-grounding review (#67): a climatic zone is a condition of a place rather than a place, the same call already recorded for Arid, Humid and Acidic. Link kept as an xref.	ITEM		
habitatmech:BACDIVE.09ded89de7	NOT_APPLICABLE	FOODON:03520502	subarctic climatic zone		claude-opus-5	2026-08-14	Narrowed-grounding review (#67): a climatic zone is a condition of a place rather than a place, the same call already recorded for Arid, Humid and Acidic. Link kept as an xref.	ITEM		
habitatmech:BACDIVE.7a79dc66cb	REVIEW				claude-opus-5	2026-08-14	Narrowed-grounding review (#67): flagged because 'dental' is a word the source did not say, but BacDive's only other plaque source is Subgingival-plaque and both are oral. Dental plaque is the right reading; correct as seeded.	ITEM		
habitatmech:BACDIVE.425222c8ed	REVIEW				claude-opus-5	2026-08-14	Narrowed-grounding review (#67): 'dental' is added but subgingival is dental by definition — there is no other kind of subgingival plaque. Correct as seeded.	ITEM		
habitatmech:BACDIVE.a72887327e	REVIEW				claude-opus-5	2026-08-14	Narrowed-grounding review (#67): 'water body' is ENVO's head-noun convention for the environment a salinity qualifier describes, not a claim the source did not make. Correct as seeded.	ITEM		
habitatmech:BACDIVE.343f1d3ee2	REVIEW				claude-opus-5	2026-08-14	Narrowed-grounding review (#67): 'urinary' is added, but a bladder stone is urinary by definition — the gallbladder equivalent is a gallstone and has its own term. Correct as seeded.	ITEM		
habitatmech:GOLD.e4509f5b53	GROUND	ENVO:01000989	plumbing fixture	BROAD	claude-opus-5	2026-08-14	Disjoint-grounding review (#62): was ENVO:00000195 'sinkhole', a geological collapse feature. The path is Engineered > Built environment > Building > Sink, so this is a kitchen or bathroom sink — a plumbing fixture, which is the nearest term the slice has. Path: Engineered > Built environment > Building > Sink	ITEM		
habitatmech:GOLD.016c9af373	GROUND	ENVO:02000001	textile	EXACT	claude-opus-5	2026-08-14	Disjoint-grounding review (#62): was FOODON:03500045 'food-grade textile surface', which asserts a food-contact context the path does not support. ENVO:02000001 'textile' says exactly what the source says. Path: Engineered > Industrial production > Engineered product > Material > Fabric	ITEM		
habitatmech:GOLD.bed15b95b1	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Disjoint-grounding review (#62): was UBERON:0002416 'integumental system', an ANIMAL organ system, for a plant leaf surface — matched across kingdoms on a synonym. The slice has no plain plant-surface or phyllosphere term; the nearest, ENVO:01001032, is specifically a biofilm on one. Path: Host-associated > Plants > Phyllosphere > Surface	ITEM		
habitatmech:GOLD.e89f860f72	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Disjoint-grounding review (#62): was UBERON:0001093 'vertebral bone 2'. The path is Host-associated > Mammals > Digestive system > Stomach > C2, so C2 is the second compartment of a camelid stomach, not a neck vertebra. The slice has no term for it. Path: Host-associated > Mammals > Digestive system > Stomach > C2	ITEM		
habitatmech:GOLD.5f6ed7c41e	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Disjoint-grounding review (#62): was UBERON:0002960 'central oculomotor nucleus', a brainstem structure. Same as C2 — the path is Digestive system > Stomach > C3, a camelid stomach compartment. Path: Host-associated > Mammals > Digestive system > Stomach > C3	ITEM		
habitatmech:GOLD.623ff8e506	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	Disjoint-grounding review (#62): was UBERON:0000945 'stomach', a vertebrate organ. The path is Arthropoda: Insects > Abdomen > Metasoma > Gaster, and an insect gaster is a region of the abdomen rather than a stomach. Path: Host-associated > Arthropoda: Insects > Abdomen > Metasoma > Gaster	ITEM		
habitatmech:GOLD.f3d8c3793f	CONFIRM_UNGROUNDED	NCIT:C77916	Protozoa		claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		xref
habitatmech:PREGO.c312b0d6fc	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-14	EXACT-grounding sample (#69): BTO:0002173 'tubercle' matches the label exactly, but BTO defines it as the dorsal bosses on adult male Schistosoma. A tubercle as an isolation source is a tuberculous lesion; the two share a word and nothing else. The slice has no term for the lesion.	ITEM		
habitatmech:BACDIVE.a4a67c4a7f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-16	Host-taxon reversal (#114): this was NOT_APPLICABLE on the reasoning that 'a host taxon is not a habitat'. That reasoning is wrong, and the corpus already contradicted it — the same kind of concept was treated as a habitat for Sponge, Nematoda, Reptilia, Mammals, Birds and Fish, which keep their own identity and a term request for an <X>-associated environment. Host-associated > Porifera was NOT_APPLICABLE while its own child Porifera > Sponge was a term request.An organism acting as a host IS a habitat: it is where the microbe lives, and ENVO models exactly this at plant-associated, animal-associated and fungi-associated environment. What is not a habitat is the TAXON TERM — a phylum is a class of organisms, not a place — so the taxon stays an xref (#99) and the concept keeps its own identity as a term-request candidate. NOT_APPLICABLE said the concept is not a habitat, which is a stronger and false claim.	ITEM		
